Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-07 22:00:00,274.5,280.0,272.20001220703125,274.0,187202,0.0,0.0
2025-07-08 22:00:00,274.0,275.70001220703125,267.3999938964844,269.3999938964844,137668,0.0,0.0
2025-07-09 22:00:00,272.0,272.0,266.6000061035156,267.8999938964844,155593,0.0,0.0
2025-07-10 22:00:00,267.8999938964844,269.0,263.79998779296875,269.0,130250,0.0,0.0
2025-07-13 22:00:00,269.8999938964844,269.8999938964844,266.1000061035156,269.0,101147,0.0,0.0
2025-07-14 22:00:00,269.0,271.1000061035156,265.0,266.79998779296875,128833,0.0,0.0
2025-07-15 22:00:00,265.0,266.79998779296875,262.1000061035156,265.3999938964844,83573,0.0,0.0
2025-07-16 22:00:00,266.0,267.1000061035156,260.0,267.1000061035156,225109,0.0,0.0
2025-07-17 22:00:00,268.3999938964844,272.79998779296875,265.5,269.6000061035156,215865,0.0,0.0
2025-07-20 22:00:00,270.1000061035156,270.8999938964844,262.20001220703125,265.20001220703125,214376,0.0,0.0
2025-07-21 22:00:00,265.20001220703125,265.20001220703125,253.6000061035156,255.8999938964844,395346,0.0,0.0
2025-07-22 22:00:00,256.20001220703125,259.6000061035156,252.3999938964844,257.1000061035156,228207,0.0,0.0
2025-07-23 22:00:00,258.29998779296875,262.1000061035156,252.6999969482422,253.8000030517578,229225,0.0,0.0
2025-07-24 22:00:00,252.3000030517578,254.3999938964844,248.8999938964844,253.3000030517578,187092,0.0,0.0
2025-07-27 22:00:00,255.3000030517578,256.8999938964844,248.1999969482422,249.8000030517578,210324,0.0,0.0
2025-07-28 22:00:00,250.6999969482422,254.8999938964844,250.6999969482422,252.1000061035156,149946,0.0,0.0
2025-07-29 22:00:00,252.1000061035156,254.8000030517578,249.6999969482422,254.3000030517578,103308,0.0,0.0
2025-07-30 22:00:00,254.3000030517578,255.5,250.1999969482422,251.1999969482422,103936,0.0,0.0
2025-07-31 22:00:00,250.6000061035156,251.0,245.5,247.1000061035156,162444,0.0,0.0
2025-08-03 22:00:00,247.1000061035156,248.8999938964844,241.6000061035156,247.3000030517578,203802,0.0,0.0
2025-08-04 22:00:00,250.0,252.3999938964844,243.6999969482422,246.3000030517578,181625,0.0,0.0
2025-08-05 22:00:00,246.3000030517578,248.8999938964844,244.8000030517578,248.0,145882,0.0,0.0
2025-08-06 22:00:00,248.0,252.6000061035156,247.1000061035156,248.8999938964844,178128,0.0,0.0
2025-08-07 22:00:00,250.0,257.5,247.3999938964844,256.3999938964844,197306,0.0,0.0
2025-08-10 22:00:00,257.8999938964844,263.0,254.0,255.8000030517578,224519,0.0,0.0
2025-08-11 22:00:00,256.1000061035156,257.20001220703125,251.3999938964844,252.5,125003,0.0,0.0
2025-08-12 22:00:00,255.0,259.0,253.5,255.0,218382,0.0,0.0
2025-08-13 22:00:00,255.1000061035156,255.1000061035156,245.0,246.6000061035156,156000,0.0,0.0
2025-08-17 22:00:00,247.8000030517578,256.70001220703125,245.0,255.0,220994,0.0,0.0
2025-08-18 22:00:00,254.3000030517578,257.5,251.0,253.8000030517578,152386,0.0,0.0
2025-08-19 22:00:00,253.5,256.0,250.6000061035156,251.8999938964844,104760,0.0,0.0
2025-08-20 22:00:00,253.0,262.70001220703125,252.1999969482422,260.8999938964844,268115,0.0,0.0
2025-08-21 22:00:00,259.8999938964844,265.6000061035156,254.8999938964844,257.8999938964844,276119,0.0,0.0
2025-08-24 22:00:00,255.6000061035156,260.29998779296875,255.6000061035156,259.0,81865,0.0,0.0
2025-08-25 22:00:00,259.0,265.79998779296875,255.6000061035156,260.20001220703125,393845,0.0,0.0
2025-08-26 22:00:00,260.3999938964844,264.0,255.8000030517578,257.6000061035156,137200,0.0,0.0
2025-08-27 22:00:00,257.8999938964844,259.3999938964844,250.0,254.8000030517578,150223,0.0,0.0
2025-08-28 22:00:00,257.70001220703125,258.20001220703125,246.1999969482422,252.0,325699,0.0,0.0
2025-08-31 22:00:00,253.0,257.6000061035156,242.6000061035156,245.6999969482422,272349,0.0,0.0
2025-09-01 22:00:00,248.8000030517578,250.6000061035156,243.8999938964844,248.8999938964844,118874,0.0,0.0
2025-09-02 22:00:00,250.6999969482422,252.1000061035156,245.8999938964844,245.8999938964844,166137,0.0,0.0
2025-09-03 22:00:00,246.0,252.0,245.5,250.0,193379,0.0,0.0
2025-09-04 22:00:00,250.3999938964844,253.5,249.0,250.1999969482422,191397,0.0,0.0
2025-09-07 22:00:00,251.0,256.0,248.5,255.0,191374,0.0,0.0
2025-09-08 22:00:00,256.0,256.1000061035156,251.0,252.5,168547,0.0,0.0
2025-09-09 22:00:00,252.0,259.0,252.0,255.3000030517578,283016,0.0,0.0
2025-09-10 22:00:00,255.3000030517578,257.20001220703125,253.0,255.0,171886,0.0,0.0
2025-09-11 22:00:00,254.3999938964844,256.8999938964844,251.5,252.3000030517578,122280,0.0,0.0
2025-09-14 22:00:00,254.0,258.1000061035156,253.8999938964844,257.0,283589,0.0,0.0
2025-09-15 22:00:00,257.6000061035156,258.3999938964844,255.1000061035156,257.1000061035156,133806,0.0,0.0
2025-09-16 22:00:00,256.6000061035156,257.8999938964844,255.0,256.70001220703125,118392,0.0,0.0
2025-09-17 22:00:00,257.0,262.6000061035156,257.0,262.6000061035156,295113,0.0,0.0
2025-09-18 22:00:00,263.0,263.1000061035156,252.1000061035156,255.0,661260,0.0,0.0
2025-09-21 22:00:00,255.0,260.79998779296875,254.8000030517578,259.5,200688,0.0,0.0
2025-09-22 22:00:00,259.0,260.8999938964844,254.5,254.5,158311,0.0,0.0
2025-09-23 22:00:00,255.0,255.6999969482422,252.5,255.0,186904,0.0,0.0
2025-09-24 22:00:00,253.0,255.3000030517578,251.8999938964844,253.6999969482422,123509,0.0,0.0
2025-09-25 22:00:00,253.6999969482422,257.70001220703125,250.8000030517578,256.29998779296875,173602,0.0,0.0
2025-09-28 22:00:00,258.0,267.79998779296875,257.79998779296875,267.79998779296875,328052,0.0,0.0
2025-09-29 22:00:00,267.79998779296875,270.8999938964844,262.29998779296875,270.5,327132,0.0,0.0
2025-09-30 22:00:00,269.8999938964844,274.79998779296875,266.8999938964844,272.20001220703125,264798,0.0,0.0
2025-10-01 22:00:00,272.5,272.79998779296875,269.0,270.3999938964844,276032,0.0,0.0
2025-10-02 22:00:00,270.3999938964844,273.79998779296875,270.0,273.5,307222,0.0,0.0
2025-10-05 22:00:00,273.0,275.6000061035156,271.5,273.5,390951,0.0,0.0
2025-10-06 22:00:00,272.79998779296875,274.5,269.8999938964844,274.5,283628,0.0,0.0
2025-10-07 22:00:00,272.1000061035156,278.6000061035156,271.1000061035156,278.6000061035156,393478,0.0,0.0
2025-10-08 22:00:00,278.70001220703125,285.3999938964844,273.20001220703125,275.0,378924,0.0,0.0
2025-10-09 22:00:00,275.0,275.0,259.0,259.8999938964844,472334,0.0,0.0
2025-10-12 22:00:00,258.6000061035156,259.20001220703125,252.0,255.0,341459,0.0,0.0
2025-10-13 22:00:00,253.6000061035156,254.6999969482422,245.6999969482422,248.8000030517578,345262,0.0,0.0
2025-10-14 22:00:00,248.3000030517578,252.3000030517578,248.3000030517578,251.0,392596,0.0,0.0
2025-10-15 22:00:00,251.8999938964844,257.1000061035156,251.0,252.5,366516,0.0,0.0
2025-10-16 22:00:00,251.6999969482422,261.6000061035156,243.3999938964844,256.8999938964844,397019,0.0,0.0
2025-10-19 22:00:00,259.0,261.0,252.5,253.1999969482422,278470,0.0,0.0
2025-10-20 22:00:00,253.3999938964844,262.0,253.3999938964844,258.20001220703125,294751,0.0,0.0
2025-10-21 22:00:00,260.3999938964844,263.5,258.0,260.8999938964844,199965,0.0,0.0
2025-10-22 22:00:00,260.5,262.70001220703125,259.20001220703125,260.20001220703125,287938,0.0,0.0
2025-10-23 22:00:00,261.1000061035156,264.0,258.5,259.5,159341,0.0,0.0
2025-10-26 23:00:00,262.0,262.1000061035156,253.8999938964844,254.8000030517578,212382,0.0,0.0
2025-10-27 23:00:00,254.6000061035156,262.79998779296875,254.0,259.20001220703125,212404,0.0,0.0
2025-10-28 23:00:00,260.3999938964844,261.8999938964844,256.20001220703125,256.79998779296875,156459,0.0,0.0
2025-10-29 23:00:00,256.8999938964844,259.1000061035156,254.3999938964844,257.29998779296875,135736,0.0,0.0
2025-10-30 23:00:00,257.5,258.70001220703125,253.8000030517578,253.8000030517578,217684,0.0,0.0
2025-11-02 23:00:00,256.1000061035156,258.6000061035156,253.1000061035156,255.3999938964844,207782,0.0,0.0
2025-11-03 23:00:00,254.0,254.8000030517578,250.8000030517578,252.5,152685,0.0,0.0
2025-11-04 23:00:00,252.3999938964844,253.6000061035156,249.5,250.1999969482422,139884,0.0,0.0
2025-11-05 23:00:00,251.5,253.3000030517578,248.6999969482422,250.0,226691,0.0,0.0
2025-11-06 23:00:00,251.0,252.0,240.8999938964844,242.8999938964844,283367,0.0,0.0
2025-11-09 23:00:00,243.1999969482422,247.1999969482422,243.1999969482422,245.6000061035156,150326,0.0,0.0
2025-11-11 23:00:00,245.6000061035156,246.3000030517578,242.3000030517578,243.3999938964844,203709,0.0,0.0
2025-11-12 23:00:00,245.1999969482422,245.6999969482422,233.8000030517578,237.3999938964844,355867,0.0,0.0
2025-11-13 23:00:00,233.1000061035156,236.6999969482422,230.5,236.6999969482422,223023,0.0,0.0
2025-11-16 23:00:00,237.0,238.1999969482422,228.6999969482422,230.8999938964844,307563,0.0,0.0
2025-11-17 23:00:00,228.8000030517578,230.3000030517578,225.8000030517578,229.8000030517578,248987,0.0,0.0
2025-11-18 23:00:00,230.3999938964844,230.6000061035156,226.3999938964844,229.1999969482422,212277,0.0,0.0
2025-11-19 23:00:00,230.1999969482422,233.1999969482422,227.3999938964844,227.8000030517578,174080,0.0,0.0
2025-11-20 23:00:00,226.1000061035156,228.8000030517578,223.1999969482422,228.1999969482422,218360,0.0,0.0
2025-11-23 23:00:00,235.0,235.3000030517578,225.6000061035156,230.8999938964844,382241,0.0,0.0
2025-11-24 23:00:00,233.6999969482422,234.3000030517578,229.8000030517578,231.5,254345,0.0,0.0
2025-11-25 23:00:00,234.8999938964844,243.5,233.1999969482422,243.0,358306,0.0,0.0
2025-11-26 23:00:00,245.8000030517578,257.70001220703125,240.0,249.3000030517578,766142,0.0,0.0
2025-11-27 23:00:00,249.3999938964844,256.79998779296875,247.8000030517578,256.3999938964844,305766,0.0,0.0
2025-11-30 23:00:00,256.79998779296875,260.70001220703125,253.6999969482422,255.8000030517578,206137,0.0,0.0
2025-12-01 23:00:00,255.8000030517578,258.79998779296875,253.5,255.3000030517578,174597,0.0,0.0
2025-12-02 23:00:00,257.0,258.1000061035156,251.3999938964844,251.8999938964844,150449,0.0,0.0
2025-12-03 23:00:00,251.8999938964844,255.1999969482422,251.1000061035156,254.6000061035156,134336,0.0,0.0
2025-12-04 23:00:00,255.5,255.6000061035156,238.8000030517578,238.8000030517578,360977,0.0,0.0
2025-12-07 23:00:00,241.1000061035156,243.8999938964844,234.1000061035156,243.0,315344,0.0,0.0
2025-12-08 23:00:00,243.0,253.6000061035156,239.1000061035156,252.8000030517578,320382,0.0,0.0
2025-12-09 23:00:00,253.8999938964844,254.0,245.1000061035156,245.3999938964844,184808,0.0,0.0
2025-12-10 23:00:00,245.3999938964844,255.0,242.6999969482422,253.0,248273,0.0,0.0
2025-12-11 23:00:00,250.3999938964844,251.8000030517578,244.6000061035156,247.6999969482422,256186,0.0,0.0
2025-12-14 23:00:00,247.6000061035156,251.8999938964844,245.1999969482422,247.3000030517578,220805,0.0,0.0
2025-12-15 23:00:00,246.8999938964844,247.3000030517578,243.3999938964844,244.6000061035156,219579,0.0,0.0
2025-12-16 23:00:00,247.0,247.5,240.0,240.3000030517578,288205,0.0,0.0
2025-12-17 23:00:00,241.1999969482422,242.8999938964844,238.8000030517578,242.6999969482422,260940,0.0,0.0
2025-12-18 23:00:00,243.3999938964844,247.6999969482422,242.0,242.0,584907,0.0,0.0
2025-12-21 23:00:00,242.6000061035156,248.1999969482422,242.6000061035156,245.8000030517578,205808,0.0,0.0
2025-12-22 23:00:00,245.1000061035156,247.3000030517578,240.1000061035156,240.1000061035156,209017,0.0,0.0
2025-12-28 23:00:00,241.1999969482422,242.3999938964844,238.6999969482422,241.5,115050,0.0,0.0
2025-12-29 23:00:00,241.0,244.5,240.5,241.0,205596,0.0,0.0
2026-01-01 23:00:00,246.8999938964844,247.0,240.0,241.6999969482422,224702,0.0,0.0
2026-01-04 23:00:00,243.0,245.5,238.1000061035156,239.3999938964844,245095,0.0,0.0
2026-01-06 23:00:00,240.6999969482422,246.1000061035156,235.3999938964844,246.1000061035156,396896,0.0,0.0
2026-01-07 23:00:00,246.1000061035156,246.8000030517578,233.8000030517578,235.0,361725,0.0,0.0
2026-01-08 23:00:00,238.0,240.8000030517578,235.6999969482422,240.6000061035156,310964,0.0,0.0
2026-01-11 23:00:00,241.0,244.8000030517578,239.3000030517578,241.0,171143,0.0,0.0
2026-01-12 23:00:00,241.0,254.8000030517578,240.5,253.5,436848,0.0,0.0
2026-01-13 23:00:00,253.5,255.1999969482422,251.0,254.1999969482422,291694,0.0,0.0
2026-01-14 23:00:00,254.0,274.70001220703125,253.1999969482422,274.6000061035156,595424,0.0,0.0
2026-01-15 23:00:00,274.5,283.0,274.0,280.6000061035156,671297,0.0,0.0
2026-01-18 23:00:00,277.0,280.1000061035156,275.0,276.70001220703125,285026,0.0,0.0
2026-01-19 23:00:00,276.0,276.20001220703125,265.0,270.29998779296875,278724,0.0,0.0
2026-01-20 23:00:00,271.20001220703125,273.0,263.0,265.0,332659,0.0,0.0
2026-01-21 23:00:00,267.0,271.0,265.79998779296875,270.0,345518,0.0,0.0
2026-01-22 23:00:00,270.0,270.0,267.20001220703125,269.6000061035156,175918,0.0,0.0
2026-01-25 23:00:00,270.0,270.0,264.1000061035156,266.3999938964844,144897,0.0,0.0
2026-01-26 23:00:00,268.1000061035156,268.5,262.3999938964844,265.79998779296875,237194,0.0,0.0
2026-01-27 23:00:00,266.0,286.0,265.29998779296875,285.6000061035156,535307,0.0,0.0
2026-01-28 23:00:00,286.0,294.0,280.1000061035156,282.3999938964844,518549,0.0,0.0
2026-01-29 23:00:00,282.3999938964844,284.0,257.6000061035156,259.79998779296875,831187,0.0,0.0
2026-02-01 23:00:00,261.0,263.79998779296875,254.3000030517578,259.70001220703125,625964,0.0,0.0
2026-02-02 23:00:00,264.70001220703125,264.79998779296875,246.8999938964844,250.6999969482422,955386,0.0,0.0
2026-02-03 23:00:00,255.0,262.70001220703125,249.8000030517578,251.8999938964844,886534,0.0,0.0
2026-02-04 23:00:00,252.8999938964844,255.5,248.8999938964844,249.0,574266,0.0,0.0
2026-02-05 23:00:00,245.0,247.0,240.0,240.0,726737,0.0,0.0
2026-02-08 23:00:00,246.1999969482422,251.0,242.8000030517578,248.8000030517578,536058,0.0,0.0
2026-02-09 23:00:00,251.5,252.0,245.1999969482422,247.3999938964844,562839,0.0,0.0
2026-02-10 23:00:00,250.0,252.8999938964844,241.0,241.1999969482422,423264,0.0,0.0
2026-02-11 23:00:00,243.5,249.0,242.5,244.0,319974,0.0,0.0
2026-02-12 23:00:00,244.0,244.5,238.6999969482422,240.6999969482422,521334,0.0,0.0
2026-02-15 23:00:00,244.5,244.8000030517578,241.1999969482422,242.8999938964844,130770,0.0,0.0
2026-02-16 23:00:00,243.5,245.0,239.6000061035156,244.0,262963,0.0,0.0
2026-02-17 23:00:00,246.3999938964844,250.5,241.0,243.0,233625,0.0,0.0
2026-02-18 23:00:00,244.3999938964844,245.0,241.8000030517578,242.0,176013,0.0,0.0
2026-02-19 23:00:00,242.0,245.8999938964844,241.1999969482422,244.3000030517578,155610,0.0,0.0
2026-02-22 23:00:00,245.0,245.0,240.8000030517578,242.1999969482422,231296,0.0,0.0
2026-02-23 23:00:00,242.1999969482422,243.1000061035156,239.3000030517578,240.0,256229,0.0,0.0
2026-02-24 23:00:00,240.0,250.8000030517578,240.0,249.0,431718,0.0,0.0
2026-02-25 23:00:00,249.3000030517578,251.8999938964844,246.8000030517578,249.1999969482422,220960,0.0,0.0
2026-02-26 23:00:00,250.8000030517578,250.8000030517578,242.3000030517578,242.6999969482422,416002,0.0,0.0
2026-03-01 23:00:00,240.0,245.1999969482422,231.6999969482422,243.8999938964844,295944,0.0,0.0
2026-03-02 23:00:00,243.8000030517578,243.8000030517578,233.5,235.8000030517578,523785,0.0,0.0
2026-03-03 23:00:00,236.0,247.8000030517578,236.0,247.8000030517578,407830,0.0,0.0
2026-03-04 23:00:00,248.0,250.6000061035156,243.6999969482422,248.5,269125,0.0,0.0
2026-03-05 23:00:00,249.5,253.3999938964844,244.6999969482422,245.3000030517578,319927,0.0,0.0
2026-03-08 23:00:00,243.0,252.6000061035156,240.0,246.8000030517578,367155,0.0,0.0
2026-03-09 23:00:00,251.0,256.5,249.0,249.0,414938,0.0,0.0
2026-03-10 23:00:00,252.0,252.1000061035156,247.3999938964844,247.3999938964844,199279,0.0,0.0
2026-03-11 23:00:00,249.0,250.8999938964844,245.6000061035156,248.0,200268,0.0,0.0
2026-03-12 23:00:00,248.3999938964844,250.8999938964844,244.3999938964844,246.8999938964844,203799,0.0,0.0
