Date,Close,High,Low,Open,Volume
1993-01-29,24.17537498474121,24.192569419296504,24.072208377409456,24.192569419296504,1003200
1993-02-01,24.34732437133789,24.34732437133789,24.192574428299725,24.192574428299725,480500
1993-02-02,24.3989200592041,24.416114506039342,24.27855893135743,24.33014227186315,201300
1993-02-03,24.65682601928711,24.674020458631105,24.416103868471197,24.433298307815193,529400
1993-02-04,24.760000228881836,24.811583562692007,24.467694670624205,24.742805784278445,531500
1993-02-05,24.742795944213867,24.79437925750966,24.605240442091763,24.74279594421387,492100
1993-02-08,24.742795944213867,24.828768133040185,24.708407068683343,24.74279594421387,596100
1993-02-09,24.57085418701172,24.656826385006863,24.519270868214637,24.656826385006863,122100
1993-02-10,24.605236053466797,24.62243048816524,24.502069445276163,24.57084718406992,379600
1993-02-11,24.725597381591797,24.82876399097257,24.63962520710782,24.63962520710782,19500
1993-02-12,24.536460876464844,24.69121080490786,24.536460876464844,24.69121080490786,42500
1993-02-16,23.91746711730957,24.46768922209311,23.8830782357606,24.46768922209311,374800
1993-02-17,23.900279998779297,23.951863336906158,23.814307768567858,23.917474444821583,210900
1993-02-18,23.883073806762695,24.175379245722354,23.55637949263131,24.175379245722354,378100
1993-02-19,23.969057083129883,23.969057083129883,23.848695964348025,23.883084855428557,34900
1993-02-22,24.055025100708008,24.089413985769777,23.969052888053582,24.037830658177125,513600
1993-02-23,24.03782844543457,24.14099509112313,23.917467358797914,24.123800650175035,373700
1993-02-24,24.34732437133789,24.34732437133789,24.055018923376913,24.055018923376913,26300
1993-02-25,24.3989200592041,24.416114506039342,24.27855893135743,24.33014227186315,44500
1993-02-26,24.43330955505371,24.450504002312723,24.312948424240638,24.450504002312723,66200
1993-03-01,24.364517211914062,24.519267144805543,24.33012833793818,24.519267144805543,66500
1993-03-02,24.725597381591797,24.725597381591793,24.347319813862295,24.381708683655887,182400
1993-03-03,24.828786849975586,24.845981300702718,24.725620145612808,24.76000904706707,280100
1993-03-04,24.691207885742188,24.86315223035042,24.691207885742188,24.86315223035042,89500
1993-03-05,24.622438430786133,24.82877171372568,24.60524399054117,24.725605072255906,40000
1993-03-08,25.172657012939453,25.172657012939457,24.67401831527877,24.67401831527877,50800
1993-03-09,25.08668327331543,25.138266583678657,25.035099962952206,25.121072146890917,169300
1993-03-10,25.138267517089844,25.138267517089847,24.983517580254134,25.086684204811277,194400
1993-03-11,25.069494247436523,25.224244211926873,25.03510536643867,25.155466449931165,70900
1993-03-12,24.81157112121582,24.880348865141578,24.656821197382875,24.863154429160137,643600
1993-03-15,24.931936264038086,24.931936264038086,24.794380753615805,24.794380753615805,310800
1993-03-16,24.931936264038086,25.000714019249227,24.931936264038086,24.931936264038086,30800
1993-03-17,24.777183532714844,24.897544590819635,24.742794658970617,24.897544590819635,21800
1993-03-18,24.931936264038086,25.035102896854795,24.88035294762973,24.88035294762973,59300
1993-03-19,24.894197463989258,25.03240258523278,24.894197463989258,25.03240258523278,66900
1993-03-22,24.755990982055664,24.807817899673367,24.63506150761436,24.652337146820262,183400
1993-03-23,24.807830810546875,24.842382106940395,24.773279514153355,24.825106458743633,55200
1993-03-24,24.807830810546875,24.91148469972743,24.652349976776037,24.773279514153355,37200
1993-03-25,24.963319778442383,25.01514673992012,24.790563240183268,24.825114547835092,110100
1993-03-26,24.825090408325195,24.963295504544124,24.807814771297828,24.946019867516757,101500
1993-03-29,24.928768157958984,25.049697733222818,24.842389889913388,24.842389889913388,87100
1993-03-30,24.997875213623047,24.997875213623047,24.928772586909506,24.96332390026628,56000
1993-03-31,24.980594635009766,25.13607551448078,24.980594635009766,25.06697290138255,111600
1993-04-01,24.894197463989258,25.01512694507734,24.84237054352294,25.01512694507734,129500
1993-04-02,24.375947952270508,24.686909726289553,24.37594795227051,24.686909726289553,59400
1993-04-05,24.49687957763672,24.565982199858542,24.427776955414895,24.565982199858542,172200
1993-04-06,24.427751541137695,24.548681004212636,24.35864899080916,24.548681004212636,129700
1993-04-07,24.51414680480957,24.51414680480957,24.410492907114815,24.462319855962193,28000
1993-04-08,24.47958755493164,24.617792706970775,24.37593369090229,24.617792706970775,180800
1993-04-12,24.825090408325195,24.84236604535256,24.686885312106263,24.721436586160998,348500
1993-04-13,24.876930236816406,24.96330846680535,24.790552006827458,24.80782765282525,146100
1993-04-14,24.84237289428711,24.911475461447854,24.825097252496924,24.89419981965767,119600
1993-04-15,24.84237289428711,24.89419981965767,24.738719043545995,24.825097252496924,148600
1993-04-16,24.84237289428711,24.89419981965767,24.80782161070674,24.859648536077298,47900
1993-04-19,24.738727569580078,24.91148404702128,24.721451921835957,24.842381456044798,157000
1993-04-20,24.6178035736084,24.738733135022617,24.462322708932977,24.70418183176141,279500
1993-04-21,24.600521087646484,24.669623674971337,24.53141850032164,24.669623674971337,67900
1993-04-22,24.289546966552734,24.704162277503848,24.289546966552734,24.49685462202829,97700
1993-04-23,24.185901641845703,24.306831150054933,24.151350353785926,24.237728573935374,106000
1993-04-26,23.99586296081543,24.28954882858639,23.926760403692853,24.203170632183166,62600
1993-04-27,24.255016326904297,24.255016326904297,23.96133023177796,23.96133023177796,156800
1993-04-28,24.203182220458984,24.272284810667287,24.16863092535483,24.22045786801106,85900
1993-04-29,24.306838989257812,24.306838989257812,24.116806843641726,24.255012040453426,85000
1993-04-30,24.341379165649414,24.479584299308176,24.341379165649414,24.39320609077145,88500
1993-05-03,24.49687957763672,24.49687957763672,24.27229605541579,24.375949988748527,80500
1993-05-04,24.58324432373047,24.66962255396143,24.514141739545703,24.548693031638088,149100
1993-05-05,24.65235137939453,24.7387296252929,24.583248782675838,24.583248782675838,109000
1993-05-06,24.565969467163086,24.635072053568607,24.548693820561706,24.617796406967226,54700
1993-05-07,24.51414680480957,24.583249403272738,24.479595505577983,24.583249403272738,68000
1993-05-10,24.565969467163086,24.70417463997413,24.548693820561706,24.548693820561706,113900
1993-05-11,24.669620513916016,24.66962051391602,24.496864067740134,24.565966646210487,42600
1993-05-12,24.63507652282715,24.65235217256265,24.565973923885135,24.565973923885135,31000
1993-05-13,24.341379165649414,24.53141122443021,24.324103523942068,24.53141122443021,129100
1993-05-14,24.32411766052246,24.41049591926011,24.30684200877493,24.34139331226999,63500
1993-05-17,24.410480499267578,24.410480499267575,24.289551013425484,24.39320485843299,34000
1993-05-18,24.393199920654297,24.44502683266702,24.306821733966427,24.427751195329446,105200
1993-05-19,24.894197463989258,24.894197463989258,24.237723138082533,24.393203899481495,50200
1993-05-20,24.963319778442383,24.963319778442383,24.842390201661004,24.894217163138737,98200
1993-05-21,24.738727569580078,25.015137933486002,24.721451921835957,24.98058663799776,221400
1993-05-24,24.84237289428711,24.92875110323804,24.790545968916554,24.790545968916554,30500
1993-05-25,24.894197463989258,24.94602438445558,24.894197463989258,24.94602438445558,191800
1993-05-26,25.205162048339844,25.222437690593672,24.946027414532374,24.963303056786206,102400
1993-05-27,25.11878204345703,25.239711530598846,25.084230761416514,25.239711530598846,53800
1993-05-28,24.997875213623047,25.101529153693356,24.87694561687435,25.101529153693356,79100
1993-06-01,25.239713668823242,25.32609188124221,25.049681601501504,25.084232886469092,28300
1993-06-02,25.205162048339844,25.291540259608997,25.06695691030919,25.17061076383218,20300
1993-06-03,25.11878204345703,25.15333332549755,25.06695512039625,25.15333332549755,21600
1993-06-04,25.03240966796875,25.04968531301221,24.92875579770801,25.04968531301221,32000
1993-06-07,24.946046829223633,25.0842520748149,24.94604682922363,25.0842520748149,121400
1993-06-08,24.72144317626953,24.87692395096305,24.72144317626953,24.87692395096305,104500
1993-06-09,24.807830810546875,24.91148469972743,24.773279514153355,24.807830810546875,43300
1993-06-10,24.825090408325195,24.84236604535256,24.73871222318836,24.79053913427046,17900
1993-06-11,24.928768157958984,24.96331946517722,24.825114236304266,24.911492504349862,647400
1993-06-14,24.894197463989258,24.98057566476646,24.894197463989258,24.96330002461102,64200
1993-06-15,24.84237289428711,24.946026745028224,24.84237289428711,24.92875110323804,142400
1993-06-16,24.894197463989258,24.894197463989258,24.773267982901178,24.84237054352294,330900
1993-06-17,24.980594635009766,24.980594635009766,24.89421636863698,24.94604332846065,37400
1993-06-18,24.77486801147461,24.966246907630666,24.77486801147461,24.966246907630666,58500
1993-06-21,24.827064514160156,24.844462597211425,24.79226834805762,24.844462597211425,29300
1993-06-22,24.844457626342773,24.86185570591304,24.809661467202236,24.86185570591304,137500
1993-06-23,24.6182918548584,24.844466974373,24.6182918548584,24.844466974373,227600
1993-06-24,24.94884490966797,24.94884490966797,24.687873728604497,24.687873728604497,243700
1993-06-25,24.931442260742188,25.001034562935466,24.914044185193866,24.931442260742188,44800
1993-06-28,25.209821701049805,25.209821701049805,25.018442792346182,25.053238957565025,439900
1993-06-29,25.088024139404297,25.175014514367557,25.053227989418993,25.175014514367557,207500
1993-06-30,25.088024139404297,25.175014514367557,25.053227989418993,25.1228202893896,437600
1993-07-01,25.018434524536133,25.12282298569553,24.98363837081633,25.12282298569553,605700
1993-07-02,24.879261016845703,24.948853355354363,24.79227059370988,24.9314552707272,285400
1993-07-06,24.6182918548584,24.91405931883903,24.583495682625383,24.844466974373,246400
1993-07-07,24.687885284423828,24.72268145818623,24.600894850017824,24.600894850017824,343700
1993-07-08,24.96625328063965,25.018447538369205,24.67048582017214,24.705281991991846,248200
1993-07-09,25.03584098815918,25.03584098815918,24.91405440934256,24.966248657406826,378200
1993-07-12,25.018434524536133,25.03583260139603,24.96624029395643,25.00103644767623,373700
1993-07-13,25.001035690307617,25.105424148304728,24.861851079644804,25.03583184297332,389600
1993-07-14,25.088024139404297,25.157616439374905,25.001033764441036,25.01843183943369,617300
1993-07-15,24.983646392822266,25.07063680505354,24.9314521454835,25.07063680505354,443800
1993-07-16,24.914052963256836,25.01844145332635,24.879256799900332,25.001043371648098,216400
1993-07-19,24.896650314331055,24.91404839281766,24.827058000384636,24.91404839281766,188200
1993-07-20,24.96625328063965,24.966253280639645,24.757476249721407,24.879262851090377,68500
1993-07-21,24.94884490966797,24.94884490966797,24.861854515980145,24.931446830930405,142700
1993-07-22,24.77486801147461,24.94884882616193,24.77486801147461,24.914052663224467,632400
1993-07-23,24.896650314331055,24.896650314331055,24.80965992189803,24.827058000384636,286200
1993-07-26,25.03584098815918,25.088035236223444,24.966248657406826,24.966248657406826,121300
1993-07-27,25.018434524536133,25.07062875511583,24.931444140236632,25.05323067825593,92800
1993-07-28,24.96625328063965,25.018447538369205,24.931457108819938,24.966253280639645,30800
1993-07-29,25.105438232421875,25.175030576794494,24.983651629769795,25.018447801956103,331000
1993-07-30,24.96625328063965,25.105437967918473,24.931457108819938,25.105437967918473,75300
1993-08-02,25.03584098815918,25.122831401599623,25.001044822783,25.001044822783,41300
1993-08-03,25.053241729736328,25.15763023694356,24.96625130706363,25.088037898805403,81600
1993-08-04,25.053241729736328,25.105435983339945,24.98364939159817,25.053241729736328,434000
1993-08-05,25.001035690307617,25.053229919306172,24.966239537641915,25.053229919306172,36800
1993-08-06,25.03584098815918,25.088035236223444,25.001044822783,25.070637153535355,402300
1993-08-09,25.1750431060791,25.244635485086924,25.053256442815417,25.105450727071283,828200
1993-08-10,25.157638549804688,25.17503664008809,25.122842369237876,25.157638549804688,604900
1993-08-11,25.157638549804688,25.22723091093831,25.14024045952128,25.14024045952128,542200
1993-08-12,25.088024139404297,25.227208739345514,25.001033764441036,25.227208739345514,303700
1993-08-13,25.12285041809082,25.140248513948226,25.10545232223342,25.10545232223342,103500
1993-08-16,25.26201057434082,25.331602889972615,25.140224021985183,25.140224021985183,241800
1993-08-17,25.349014282226562,25.349014282226566,25.24462575395384,25.24462575395384,369300
1993-08-18,25.48819351196289,25.54038776488841,25.418601174728863,25.43599925903737,414300
1993-08-19,25.48819351196289,25.505591596271397,25.453397343345877,25.505591596271397,28500
1993-08-20,25.505603790283203,25.505603790283203,25.418613327151267,25.436011419777653,80700
1993-08-23,25.453384399414062,25.470782474875044,25.401190173031125,25.401190173031125,15600
1993-08-24,25.731773376464844,25.731773376464847,25.453403955218437,25.453403955218437,273400
1993-08-25,25.74916648864746,25.853555001439275,25.696972232251554,25.73176840318216,242300
1993-08-26,25.76657485961914,25.90575959890135,25.662186305157487,25.766574859619144,120000
1993-08-27,25.74916648864746,25.74916648864746,25.696972232251554,25.696972232251554,25700
1993-08-30,25.853559494018555,25.8883556709957,25.766569051575694,25.766569051575694,183500
1993-08-31,25.923133850097656,25.923133850097656,25.80134731523143,25.83614346805035,66500
1993-09-01,25.888343811035156,25.940538052589666,25.83614956948065,25.83614956948065,136500
1993-09-02,25.80136489868164,25.940549604810737,25.783966810415503,25.905753428278462,472400
1993-09-03,25.81875228881836,25.853548450932667,25.749159964589737,25.783956126704048,630500
1993-09-07,25.644784927368164,25.853562009544838,25.60998874700538,25.818765829182055,196400
1993-09-08,25.557781219482422,25.644771625266912,25.383800407913448,25.644771625266912,269900
1993-09-09,25.609962463378906,25.627360535704568,25.45337981244792,25.45337981244792,239200
1993-09-10,25.836156845092773,25.853554930510345,25.644777905499495,25.679574076334635,106500
1993-09-13,25.853559494018555,25.923151847972846,25.853559494018555,25.923151847972846,66900
1993-09-14,25.74916648864746,25.783962659578066,25.66217606132095,25.783962659578066,184500
1993-09-15,25.81875228881836,25.83615036987551,25.55778107296103,25.644771478246806,101000
1993-09-16,25.714365005493164,25.80135541484869,25.69696692362206,25.783957332977582,54300
1993-09-17,25.664520263671875,25.717039745793986,25.62950727559047,25.699533251753284,200900
1993-09-20,25.45442771911621,25.752037946918808,25.45442771911621,25.699518494953644,57800
1993-09-21,25.366897583007812,25.524455953088605,25.104300299539823,25.48944298195954,318200
1993-09-22,25.576969146728516,25.611982109283925,25.41941081522916,25.454423777784573,439700
1993-09-23,25.717018127441406,25.734524606765735,25.611979251495423,25.646992210144084,88500
1993-09-24,25.64699935913086,25.699518811743413,25.61198639072249,25.68201232753923,53500
1993-09-27,25.92711639404297,25.92711639404297,25.839583928161662,25.839583928161662,274600
1993-09-28,25.874584197998047,25.944610136287626,25.857077713425657,25.944610136287626,158300
1993-09-29,25.78705596923828,25.944614356015705,25.752042994398856,25.87458840633685,221000
1993-09-30,25.734533309936523,25.839572221405653,25.68201385420196,25.78705276567109,99300
1993-10-01,25.857084274291992,25.892097252320823,25.664512895133416,25.69952587316225,22700
1993-10-04,25.892099380493164,25.892099380493164,25.822073418679796,25.892099380493164,1038500
1993-10-05,25.857084274291992,25.94461671936407,25.769551829219914,25.94461671936407,436500
1993-10-06,25.839580535888672,25.979632462912456,25.83958053588867,25.874593517644616,209200
1993-10-07,25.76953125,25.874570100203805,25.752024774966035,25.874570100203805,59400
1993-10-08,25.804567337036133,25.8570868092282,25.611995938998547,25.83958031849751,54400
1993-10-11,25.857084274291992,25.90960374133524,25.857084274291992,25.857084274291992,467100
1993-10-12,25.892099380493164,25.909605870946507,25.874592890039825,25.892099380493164,26200
1993-10-13,25.892099380493164,25.909605870946507,25.857086399586482,25.909605870946507,139100
1993-10-14,26.224712371826172,26.224712371826175,25.927102151318135,25.99712808555532,108100
1993-10-15,26.36478042602539,26.41729990894576,26.277247954491443,26.3472739317186,1502500
1993-10-18,26.294748306274414,26.347267776926092,26.25973532583996,26.347267776926092,722400
1993-10-19,26.102169036865234,26.31224685607542,26.102169036865234,26.259727401272873,880100
1993-10-20,26.13717269897461,26.189692135074356,26.08465326287486,26.189692135074356,230400
1993-10-21,26.102169036865234,26.15468849166778,26.067156066996873,26.15468849166778,56200
1993-10-22,25.979610443115234,26.24220758371276,25.97961044311523,26.13716872747375,390700
1993-10-25,26.049650192260742,26.084663162949262,25.927104794850912,25.997130736227955,114500
1993-10-26,26.032136917114258,26.04964339789241,25.94460451322349,26.032136917114258,186200
1993-10-27,26.049650192260742,26.067156677605002,25.997130736227955,25.997130736227955,118400
1993-10-28,26.242216110229492,26.312242037141377,26.084657774677748,26.084657774677748,129600
1993-10-29,26.242216110229492,26.259722591957463,26.207203146773548,26.224709628501518,80700
1993-11-01,26.31224822998047,26.32975471582876,26.207209314890726,26.207209314890726,36400
1993-11-02,26.294748306274414,26.329761286708866,26.137189894319373,26.277241816057185,262100
1993-11-03,25.962121963500977,26.27723875065069,25.839576546276092,26.27723875065069,479100
1993-11-04,25.68201446533203,25.962118235915064,25.664507979670592,25.962118235915064,130400
1993-11-05,25.804567337036133,25.80456733703613,25.506956994614413,25.611995938998547,363200
1993-11-08,25.839580535888672,25.909606499400564,25.752048081498803,25.822074045010694,367600
1993-11-09,25.857084274291992,26.03214916443615,25.839577785277577,26.014642675421733,246900
1993-11-10,26.049650192260742,26.04965019226074,25.787052912096822,25.857078853473865,46500
1993-11-11,25.979610443115234,26.119662251433912,25.962103967075397,26.04963634727457,88900
1993-11-12,26.102169036865234,26.189701461536146,26.014636612194327,26.032143097128507,108200
1993-11-15,26.084653854370117,26.15467977075769,26.01462793798255,26.15467977075769,243300
1993-11-16,26.20720863342285,26.224715118815922,26.032143779492174,26.137182691850583,492600
1993-11-17,26.06715202331543,26.224710363281744,25.997126094441516,26.224710363281744,39600
1993-11-18,25.997133255004883,26.08466569020692,25.927107306843254,26.032146229085697,240800
1993-11-19,25.944612503051758,25.979625475390563,25.892093044543557,25.90959953071296,106000
1993-11-22,25.78705596923828,25.892094893756568,25.699523532139715,25.87458840633685,165300
1993-11-23,25.92711639404297,25.94462288721923,25.78706444863288,25.92711639404297,89700
1993-11-24,26.032136917114258,26.04964339789241,25.96211099400164,25.99712395555795,77200
1993-11-26,26.049650192260742,26.102169648293525,26.03214370691648,26.102169648293525,1019800
1993-11-29,25.944612503051758,26.17219682325397,25.94461250305176,26.119677364745765,517500
1993-11-30,25.962121963500977,26.084667380725865,25.909602498976028,25.927108987151012,230000
1993-12-01,25.997133255004883,26.119678664287733,25.997133255004883,26.102172177247326,379200
1993-12-02,26.06715202331543,26.08465850553391,25.997126094441516,26.04964554109695,352000
1993-12-03,26.172195434570312,26.172195434570312,26.049650037886707,26.049650037886707,306000
1993-12-06,26.259737014770508,26.294749997456865,26.207217540740967,26.207217540740967,99500
1993-12-07,26.242216110229492,26.277229073685437,26.207203146773548,26.259722591957463,88800
1993-12-08,26.242216110229492,26.242216110229492,26.207203146773548,26.242216110229492,146700
1993-12-09,26.154693603515625,26.27723902200599,26.11968062680409,26.24222604529446,416500
1993-12-10,26.102169036865234,26.172194976601965,26.04964958206269,26.172194976601965,412900
1993-12-13,26.259737014770508,26.259737014770504,26.067165609995524,26.102178592681884,273200
1993-12-14,26.06715202331543,26.277229809937182,26.06715202331543,26.277229809937182,41900
1993-12-15,26.032136917114258,26.119669321005023,26.032136917114258,26.10216284022687,82600
1993-12-16,26.119678497314453,26.13718498424295,26.084665523457463,26.13718498424295,78200
1993-12-17,26.263216018676758,26.28084233815238,26.157458101823025,26.175084421298646,104700
1993-12-20,26.298477172851562,26.31610349803444,26.227971872120058,26.245598197302932,68800
1993-12-21,26.210344314575195,26.263223287637555,26.175091665866958,26.263223287637555,205700
1993-12-22,26.386611938476562,26.404238265756774,26.22797499295466,26.280853974795296,410300
